N°,Dénomination,N° RCCM,Activités,Adresses,Type
1,14 FEVRIER,RB/COT 13 B 9578,"IMPORTATION DE PRODUITS  AGROALIMENTAIRES-TEXTILES-MATERIAUX DE  CONSTRUCTION-MATERIELS ELECTRIQUES-LA  QUINCAILLERIE-","QUARTIER DANTOKPA ILOT 531-  03 BP 3727 TEL 97035245",PM
2,2 AO & FILS,"RB/COO/12 B9186  DU220812","COMMERCE : Transports routiers de marchandises - toutes opérations pouvant concerner l'achat, la  vente, l'importation, l'exportation, l'emmagasinage, le  warrantage et le transport de tous produits ,  marchandises.","COTONOU : Kpondéhou 1 - ilot  462 bis - tél : 97272440",PM
3,"2A.S HOUNTONDJI ET  FILS",RB/COT/13 A 16754,"VENTE DE MATERIELS ELECTRIQUES ET  ELECTRONIQUES - PRESSING - DIVERSES  PRESTATIONS DE SERVICES.","QTIER: VEDOKO - ILOT: 1448 -  TEL: 95 46 95 19/ 97 80 01 52",PP
4,2AE HOUSE,"RB/COT/13A17796DU2308 13","COMMERCE : Achat et vente de matériels  d'électricité - vente de matériels électriques - BTP -  matériels et consommables informatiques -  bureautiques - génie civil","COTONOU : Kouhounou - ilot 2226  - parcelle G - Tél : 97966691",PP
5,2B PRESTATIONS,RB/COT/13 A 17292,"BTP - ASSAINISSEMENT - IMPRIMERIE -  POISSONNERIE - COMMERCE GENERAL ET  DIVERSES PRESTATIONS","QTIER: AGONTINKON - ILOT:  1116 - TEL: 95 95 69 73",PP
6,2EME LIEU,RB/COT/13 A 16565,"BARS - CAFES ET AUTRES DEBITS DE  BOISSONS - RESTAURATION - VENTE DE  PRODUITS D'ENTRETIEN","QTIER: FIFADJI - ILOT: 1915 - 10  BP 1073 - TEL: 97 64 46 52",PP
7,2GMD GROUP,"RB/COT/13B10498  DU130913","COMMERCE : Achat, vente, importation et  exportation de véhicules d'occasion - pneus - pièces  détachées et de motos","COTONOU : Cadjèhoun II - ilot 789  - parcelle A - Tél : 97378362",PM
8,2HF - SERVICES,"RB/COT/13B10302  DU180713","COMMERCE : Importation et exportation de tous  produits - matériels et objets non prohibés  notamment de véhicules automobiles d'occasion -  pneumatiques - pièces détachées pour automobiles  et de matériaux de construction","COTONOU : Fidjrossè Centre - ilot  1691 - parcelle R - Tél : 95860510",PM
9,3 AS TECHNOLOGIES,RB COT 13 A 16471,"ACHAT ET VENTE DE MATERIELS  INFORMATIQUES BUREAUTIQUES- FOURNITURES ET MATERIELS DE BUREAU","QUARTIER SAINT JEAN ILOT 436- E TEL 96748284/66159414",PP
10,3AE,RB/NAT/2013 B 035,"IMPORTATION DE MATERIAUX DE  CONSTRUCTION - MATERIELS ELECTRIQUES -  TOUS TRAVAUX CONSTRUCTION DE RESEAUX  ELECTRIQUES DE BTP ET DE GENIE CIVIL","QTIER: BORIS - YOURE - ILOT:  196 - MAISON HOUNGNIBO -  TEL: 96 99 51 84",PM
"","","",TRAVAUX D'ENTRETIEN DE MENAGES-DE ,"","",""
"","","",BUREAUX-D'ESPACES PUBLIQUES-,"","",""
1941,SOFA-FIRST AFRIC,RB COT 13 A 17073,AMENAGEMENT D'ESPACES VERTS-IMMOBILIER-,QUARTIER CADJEHOUN ILOT ,"",""
"","","",DECORATION-LOCATION DE VEHICULES-,789 04 BP 0113 TEL 97940904,PP,""
"","","",COMMERCE GENERAL ET DIVERS.,"","",""
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
"","","",INFORMATIQUES BUREAUTIQUES-ACHAT ET ,"","",""
1942,SOFT CORP,RB/COT 13 A 16933,VENTE DE MATERIELS GSM-FORMATION EN ,QUARTIER  VODJE KPOTA ILOT ,PP,""
"","","",SOLUTION LOGICIEL-INSTALLATION RESEAU-,1122-F  TEL 97583712,"",""
"","","",AUTRES PRESTATIONS ET SERVICES.,"","",""
"","","",ACHAT ET VENTE DE MATERIELS ,"","",""
1943,SOLAIRMAX ENERGIE,RB/COT/13 A 16970,D'ELECTRICITE - PIECES DETACHEES - BTP - ,QTIER: GBEDJEWIN - ILOT: 4128 -,"",""
"","","",MATERIELS ET FOURNITURES DE BUREAU.,TEL: 97 64 88 64,PP,ELOICHE MARCEL
"","","",COMMERCE : Importation et exportation de ,"","",""
1944,SOLAKPE,RB/PN/13 B422DU241013,véhicules automobiles d'occasion - pièces de rechange et d'accessoires automobiles neufs ou ,PORTO NOVO : Hounsouko -ilot CSB - Tél : 97301152,PM,AKANNI A H B
"","","",d'occasion,"","",""
"","","",COMMERCE : Toutes activités de fournitures de ,"","",""
1945,SOLUS TECH,RB/COT/13A 18123 DU221013,matériels informatiques - développement de sites web et de logiciels - réseaux informatiques ,COTONOU : Aidjèdo - ilot 826 - parcelle M - Tél : 95674490,PP,ZINKPE Théodore G A 
"","","",LA SOCIETE A POUR OBJET L'IMPORTATION ET ,"","",""
1946,SOLUTIONS EQUIPEMENTS,RB/COT/13 B 9906,LA VENTE DES PIECES DE RECHANGE DES MACHINES AGRICOLES - MARITIMES ET DE TRAVAUX PUBLICS - LA LOCATION ET LA VENTE ,QTIER: AGLA - ILOT: 3223 - BP 278 - TEL: 94 98 55 91,PM,HOINSOU MAXIM MOISE C.
"","","",DESDITES MACHINES.,"","",""
"","","",ACHAT ET VENTE DE PRODUITS COSMETIQUES ,"","",""
"","","",ET PARFUMERIE-MAROQUINERIE-SACS ET ,"","",""
1947,SOLUTIONS PLUS,RB/COT/13 A 17037,CHAUSSURES-TEXTILES-BIJOUX-PRODUITS D'ENTRETIEN-ALIMENTATION GENERALE-,QUARTIER ETOILE ROUGE ILOT 946 05 BP 269 TEL 95964164,PP,""
"","","",USTENSILES DE CUISINE-COMMERCE GENERAL ,"","",""
"","","",ET DIVERS.,"","",""
"","","","",QTIER: GBEGAMEY - ILOT: 628 - ,"",""
1948,SOMAYAF TRANSPORT,RB/COT/13 A 16799,TRANSPORTS - DIVERSES PRESTATIONS.,01 BP 2810 - ,PP,ZANKRAN MOUHAMADOU
"","","","",TEL: 95 06 81 80/ 96 20 09 79,"",""
"","","",LA SOCIETE A POUR OBJET LE COMMERCE EN ,"","",""
"","","",GENERAL- L'IMPORT - EXPORT - TOUTES ,"","",""
1949,SOOMA,RB/ABC/13 B 7,OPERATIONS POUVANT CONCERNER L'IMPORTATION ET L'EXPORTATION - LA VENTE ,QTIER: WOMEY - ILOT: C/SB - BP 24 WOMEY - TEL: 97 99 88 33,PM,BADLANI KISHORE
"","","",EN GROS - DEMI-GROS,"","",""
1950,SOOMA,RB/ABC/13 B 7,"LA SOCIETE A POUR OBJET LE COMMERCE EN GENERAL- L'IMPORT - EXPORT - TOUTES OPERATIONS POUVANT CONCERNER L'IMPORTATION ET L'EXPORTATION - LA VENTE EN GROS - DEMI-GROS","QTIER: WOMEY - ILOT: C/SB - BP 24 WOMEY - TEL: 97 99 88 33",PM
1951,SOPHITEX & CO,RB COT 13 B 9899,"L'IMPORTATION ET L'EXPORTATION DE CHAUSSURES ET VETEMENTS-FRIPERIES-PRODUITS TROPICAUX-PRODUITS AGRICOLES-ALIMENTAIRES ET AGROALIMENTAIRES","QUARTIER MISSEBO ILOT 176-177 TEL 98973288",PM
1952,SORAYA HÔTESSES,"RB/COT/13 A18140 DU231013","SERVICE : Evènementiel - agence d'hôtesses - organisation de fêtes et de mariages - diverses prestations de services","COTONOU : Sègbèya - ilot 291 - Tél : 97418194",PP
1953,SORUTH INTER,"RB/COT/13 B10249 DU050713","COMMERCE : Importation - achat et vente des matériaux de construction - de peinture bâtiment et automobile et accessoires - réalsiation de diverses prestations de services","COTONOU : Adogléta - ilot 611-B - Parcelle B - Tél : 97030505",PM
1954,SOS LUMIERE,"RB/COT/13A17876DU060913","SERVICE : Génie électro mécanique - groupe électrogène - location - électricité et rebobinage industriel","COTONOU : Zogbo - yénawa - ilot 1894 - parcelle F - Tél : 97 886 895",PP
1955,SOUB-TRANS,RB/PN/13B 397 DU270913,"COMMERCE : Importation et exportation de tous produits - importation et vente de véhicules d'occasion ou neufs - pièces de rechanges auto moto","PORTO NOVO : SEME KPODJI - ILOT 175 - PARCELLE P - Tél : 65384848",PM
1956,"SOUS L'ETERNEL CONSTRUCTION","RB/COT/13A18092 DU141013","SERVICE : BTP - ASSAINISSEMENT - ACHAT ET VENTE DE MATERIAUX DE CONSTRUCTION","COTONOU : Dandji - ilot 652 - Tél : 97240251",PP
1957,SOUSAD-WAL,RB/PN/13 B 268,"IMPORTATION DE VEHICULES D'OCCASION-L'IMPORTATION ET VENTE DE VEHICULES AUTOMOBILES NEUFS","QUARTIER OBALENDE ILOT 35-P 03 BP 560 PORTO/NOVO TEL 97082858",PM
1958,SP/AJAO,"RB/COT/13B 10589 DU091013","COMMERCE : Achat, importation, exportation et vente de tous produits notamment les véhicules d'occasion ou neufs, des pièces de rechange et tous autres accessoires de véhicules, pneumatique - mobiliers usagers","COTONOU : Missékplé - ilot 1535 - parcelle B - Tél : 96947192",PM
1959,"SPECIALISTE DES TRAVAUX EN POLYESTER ( STP )",RB/COT 13 A 16492,"FABRICATION DE MACHINES ET DE MATERIELS -FABRICATION DE BARQUES MOTORISEES-DIVERS.","QUARTIER FIDJROSSE KPOTA ILOT 3631-A  TEL 95066299",PP
1960,SPEED LANE MOTORS,"RB/COT/13B 10574 DU031013","COMMERCE : Importation - exportation et vente de véhicules automobiles d'occasion - pièces détachées - pneumatique - appareils électriques","COTONOU : Jak - ilot 151 - Tél : 97677878",PM
1961,ST BENOIT,"RB/COT/13A17431DU19/06/13","Achat et vente de produits pétroliers-hydrocarbures et dérivées de pétrole-commerce général et divers","Gbèwa C/820 Parcelle G,03 BP 1150, 96767777",PP
1962,ST GOLE,"RB/COT/13 A17358 DU060613","COMMERCE : achat et vente de friperie- effets vestimentaires - alimentation générale.","COTONOU : St Michel - ilot 557 - parcelle M - Tél : 97549759",PP
1964,STAR FASHION,RB/COT/13 A 18335DU061213,COMMERCE : Achat et vente de vêtements prêt à porter - habits hommes et dames - appareils électroniques - débit de boissons ,COTONOU : Minontchou - ilot 843 - Tél : 97117811,PP,162 / 177DEGAN S SERGE 
"","","",AUBERGE -HEBERGEMENT-VENTE DE ,"","",""
1965,STAR HOUSE,RB COT 13 A 17155,MATERIELS INFORMATIQUES-BUREAUTIQUES-,QUARTIER AGLA ILOT 3142-E ,PP,""
"","","",COMMERCE GENERAL ET DIVERS.,TEL 97601440,"",""
1966,STELLA MATITUNA,RB/COT/13 A 16547,ACHAT ET VENTE DE TISSUS WAX ET AUTRES - TEXTILES ET DIVERS - COMMERCE GENERAL.,QTIER: GBEDIGA 2 - ILOT: 632 - TEL: 94 95 58 94,PP,DE SOUZA EMMA
1967,STILL & CO,RB/COT/13A17588DU16/07/13,Diverses prestations de services-Graphisme-infographie-commerce général-formation-marquage publicitaire-communication visuelle,"Agbalilamè C/198,Parcelle F ,97530274",PP,TCHESSY TOUKOUROU FASSASSI Mamadou né le 29/04/1987
"","","",TRANSPORTS-TRANSPORTS ROUTIER DE ,"","",""
1968,STL,RB/COT 13 A 16508,MARCHANDISES-COMMERCE GENERAL ET DIVERS.,QUARTIER SCOA GBETO ILOT 180-H TEL 64903366,PP,HAMA HAMADI TEL 64903366
"","","",TRANSPORTS - TRANSPORTS ROUTIERS DE ,"","",""
1969,STM,RB/COT/13 A 16638,MARCHANDISES - TRANSPORT DE BIENS ET DE PERSONNES - COMMERCE GENERAL ET ,QTIER: ZONGO EHUZU - ILOT: 327 - TEL: 94 84 91 91,PP,ABOUTALIB ABDOULAYE
"","","",DIVERSES PRESTATIONS DE SERVICES.,"","",""
1970,STOCK JEANS ,RB/COT/13 A 18097DU161013,COMMERCE : Achat et vente de vêtements - effets vestimentaires - pièces détachées autos motos,COTONOU : Dantokpa - ilot 558 - Tél : 96918181,PP,SIDDO Bachirou 
"","","",IMPORTATION DE MATERIAUX DE ,"","",""
"","","",CONSTRUCTION-VEHICULES AUTOMOBILES ,"","",""
1971,STOLON,RB COT 12 B 9525,D'OCCASION-PRODUITS ALIMENTAIRES ET ,QUARTIER AGLA HLAZOUNTO ,"",""
"","","",AGROALIMENTAIRES-MATERIELS ,ILOT 3881 TEL 97378732,PM,""
"","","",INFORMATIQUES-,"","",""
"",STRONG WORLD ,"","COMMERCE : Importation, achat, stockage, ","","",""
1972,COMPANY MARKET ,RB/COT/13B ,"distribution, vente et exploitation de produits ",COTONOU : Tokplégbé PK6 - ilot ,"",""
"",HOLDING ,10509DU160913,pétroliers raffinés et dérivés ainsi que le transport de produits pétroliers,0008 - parcelle F - Tél : 21336119,PM,KINNINON Guillaume R I 
1973,SUCCESS GENERATOR AFRICA ,RB/COT/13A 17983 DU250913,COMMERCE : Achat et vente de fournitures de bureau - librairie et papeterie - évènementiel,COTONOU : Akpakpa tanto - Ilot 642 - Tél / 67825392,PP,HONGBETE Mireille 
1974,SUCESS COMMUNICATION,RB/COT/13 A17534DU050713,SERVICE : Télécentre - cyber café - achat et vente des accessoires de communication - informatique - divers,COTONOU : Sènadé - ilot 335 - parcelle Y - Tél : 94093572,PP,REUBEN Charles Don né le13/06/81 à Lagos
1975,SUCRE SALE MARKET,RB/COT/13 A18282DU 211113,COMMERCE : Achat et vente de produits alimentaires et des boissons - produits forestiers - location de voitures - BTP - papeterie générale,COTONOU : Agla - ilot 3301 - parcelle E & D - Tél / 95960338,PP,BEAHENOU Assiba F
"","","",COMMERCE : Importation et exportation - achat et ,"","",""
1976,SUNADO ,RB/COT/13B10576 DU041013,vente de tous produits non prohibés - négoce international - le courtage - le guide - la ,COTONOU : Tanto - ilot 645 - Tél : 68676040,PM,ADOKPELA Sunday
"","","",représentation commerciale,"","",""
1977,SUNBRIGHT,RB/COT/13B 10508 DU160913,COMMERCE : Importation de fripperie - articles d'ornements - produits cosmétiques - maroquineries ,COTONOU : Missèbo - ilot 141 - parcelle X - Tél : 66 331 111,PM,GULABANI Riya M 
"","","",ACHAT ET VENTE DE FRIPERIE - COMMERCE ,"","",""
1978,SUNSTAR,RB/COT/13 A 17086,GENERAL ET DIVERSES PRESTATIONS DE ,QTIER: ATINKANMEY - ILOT: 136 -,"",""
"","","",SERVICES.,TEL: 96 97 66 02,PP,OKORONKWO INNOCENT
"","","",COMMERCE : Achat et vente de produits ,COTONOU : Avotrou - ilot 728 - ,"",163 / 177
1979,SUPERETTE LE DIVERS ,RB/COT/13 A17404 DU130613,alimentaires et des boissons - alimentation générale - commerce général et divers,Parcelle A1 - Tél : 90050967/97983413,PP,KITIKA eose KIKI Ablavi Véronique
"","","",IMPORTATION D'EQUIPEMENTS AUDIOVISUELS-,"","",""
"","","",EDITION ET DISTRIBUTION D'OEUVRES ,"","",ASSOGBA COMLAN 
1980,SWEET AFRICA,RB /COT 10 B 6368,PHONOGRAPHIQUES-EDITION ET PUBLICATION D'OEUVRES LITTERAIRES-ORGANISATION ,QUARTIER FIDJROSSE ILOT 3902-B TEL 97750983,PM,MAURICE FRANCOIS-
"","","",D'EVENEMENTS-FORMATION ET CONSEILS EN ,"","",XAVIER TEL 97750983
"","","",DANSE -DIVERS.,"","",""
"","","",COMMERCE : Importation et exportation de tous ,"","",""
1981,SWEET HOME,RB/COT/13 B 10597DU111013,produits - importation et vente d'huiles végétales - riz -sucres - boîtes de conserve - produits ,COTONOU : Bocossi tokpa - ilot 179 - Parcelle M - Tél : 94511011,PM,KATTAYIL Anas 
"","","",agroalimentaires ,"","",""
"","","",ACHAT ET VENTE DE PRODUITS ALIMENTAIRES ,"","",""
1982,SYL MULTI SERVICE,RB/COT/13 A 17236,ET DES BOISSONS - COMMERCE GENERAL - ,QTIER: DANDJI - ILOT: 664 - TEL: ,PP,TEDJI SYLVIE CARMEN 
"","","",PRESTATIONS DE SERVICES ,97 89 01 16,"",AKOUA
1983,SYLVER ITECH,RB/COT/13 A17529 DU040713,SERVICE : Toutes prestations en électricité industrielle  et informatique - commerce général et diverses prestations,COTONOU : Agla - ilot 3535 - parcelle H - Tél : 97618585,PP,AGUIAR Gérard né le 10/05/84 à cotonou 
1984,SYMBIOSE CONCEPT,RB/COT 12 B 9178,IMPORTATION DE MATERIAUX DE CONSTRUCTION-DIVERSES MARCHANDISES.,QUARTIER YENAWA ILOT 552-B 06 BP 127 TEL 94161414,PM,ADAM HAMED TOURE TEL 94161414
"","","",PRODUCTION AUDIOVISUELLE-PLAN DE ,"","",""
1985,SYMBIOSE PRODUCTION,RB COT 13 A 17294,COMMUNICATION-REALISATION D'AFFICHES ,QUARTIER KPONDEHOU 2 ILOT ,PP,""
"","","",NUMERIQUES-CONSEILS EN COMMUNICATION-,397 TEL 95698030,"",""
"","","",SERVICE : Conseils en communication et en ,"","",""
1986,SYNERGIE B & N,RB/COT/13 A17671 DU300713,marketing - edition et publication de revues - travaux d'imprimerie - prestations de services - commerce ,COTONOU : vodjè centre - ilot 1070 - Tél : 96844406,PP,AVADEMEY Nelson A. S. C. né le 02/05/85 à cotonou
"","","",général,"","",""
"","","",COMMERCE : commerce général et divers - ,"","",""
1987,SYRLEX,RB/COT/13 A17658 DU290713,"prestations de services (services informatiques, services d'imprimerie, formations)",COTONOU : Sainte Rita - ilot 1389 -parcelle F - Tél : 95720402,PP,ADJAVON Editech D. D. née le 29/05/63 à lomé 
"","","",IMPORTATION DE MATERIELS INFORMATIQUES-,"","",""
1988,SYSLOG COMPANY,RB/COT/11 B 8242,BUREAUTIQUES-MATERIELS ELECTRONIQUES-PRODUITS AGROALIMENTAIRES-DIVERSES ,QUARTIER SEME KPODJI C/S/B 04 BP 0570 TEL 96723031,PM,LEGBA GBEDO ROLAND
"","","",PRESTATIONS.,"","",""
1989,SYSTEME TECHNIQUE DE REVETEMENT DES BATIMENTS ,RB/COT/13 A17707 DU060813,SERVICE : Diverses prestations de services - carrelage - marbres - moquettes - maçonnerie générale,COTONOU : Yénawa - ilot 0938 - parcelle A - Tél : 97735561,PP,HOUNYET Ferdinand né le 22/06/72 à aguegue donoukpa
"","","","COMMERCE : achat, vente, importation et ",PORTO NOVO : SEME KPODJI ,"",""
1990,T L B,RB/PN13 B 419 DU221013,"exportation de véhicules neufs, de pneus, de pièces ",(DJEFFA)  - ILOT CSB - Tel : ,PM,TALEB Nehme
"","","",détachées et autres accessoires .,95626269,"",""
"","","",SERVICE : Agence de communication - visuel - ,"","",""
1991,TABERNACLE ,RB/COT/13 A17515 DU030713,graphique - évènementiel - prestations de services - marketing - vente de produits informatiques - ,COTONOU : Kindonou - ilot 2182 - parcelle K - Tél : 95400373,PP,OGOULOLA Oscar Hervé né le 07/04/79 à Adjamè
"","","",formation - produits GSM - Imprimerie,"","",""
"","","","","","",164 / 177
"","","",FABRICATION DE MATERIAUX DE ,"","",""
"","","",CONSTRUCTION ET D'OUVRAGES EN CIMENT -,"","",""
1992,TABITHA,RB COT 17166,EN BETON OU EN PLÄTRE-TRAVAIL DE LA PIERRE-FABRICATION DE BRIQUES-PRODUITS ,QUARTIER JERICHO ILOT 651-C 03 BP 046 TEL 97883665,PP,""
"","","",ALIMENTAIRES ET BOISSONS-MATERIELS ,"","",""
"","","",INFORMATIQUES ET BUREAUTIQUES,"","",""
"","","",ACTIVITES DE PRESSE-ACHAT INSTALLATION ,"","",""
1993,TADAGBE COM,RB COT 13 A 16440,ET PRISE A BAIL D'IMPRIMERIE-MULTIMEDIA -COMMUNICATION,QUARTIER MIDEDJI ILOT 1447-BIS S TEL 96963137,PP,TCHIBOZO MAXIMIN SERGE GERVAIS TEL 90937854
"","","",COMMERCE : Toutes activités liées à l'achat et ,"","",""
1994,TAE-KEHINDE,RB/COT/13A17787DU230813,vente de produits de communication - produits cosmétiques - produits alimentaires - d'appareils ,COTONOU : Missèbo - ilot 131 - parcelle p - Tél : 97085555,PP,CHANOU Ousmane né le 25/10/67 à porto novo
"","","",électroménagers,"","",""
"","","","COMMERCE : Importation et vente de sacs, ","","",""
1995,TAI YUAN,RB/COT/13B10449DU290813,"chaussures, effets vestimentaires, produits cosmétiques et accessoires de toilette - objets ",COTONOU : Dantokpa - ilot 540 - parcelle C - Tél : 96072258,PM,TAO Yuxia
"","","",plastiques et articles de décoration,"","",""
1996,TAK - LOGISTICS ,RB/COT/13 A 17944 DU18091,SERVICE : Transports routiers de marchandises - activités de stockage de marchandises du port - commerce général et divers,COTONOU : Vèdoko - ilot 1458 - Tél : 97128671,PP,TELOU Akawilou
1997,TAL AMOHA BENIN LIMITED,RB/ABC/13 B119 DU200613,COMMERCE : Importation et exportation de véhicules neufs ou d'occasion - de pneus - de pièces détachées et autres accessoires - ,ABOMEY CALAVI : Gbodjè - CSB - M/ODEBI - Tél : 96782627,PM,ODEBI A. Jérémie né le 28/11/78 à Toffo
"","","",COMMERCE : Achat et vente de matériels ,"","",""
1998,TALATA,RB/COT/13B 10403DU190813,électriques moyennes et basses tensions - maintenance et suivi desdits matériels - matériels de ,COTONOU : St Jean - ilot 239 - parcelle D - Tél : 95959075,PM,QUENUM Virgile D F
"","","",branchement d'adduction d'eau ,"","",""
"","","",COMMERCE : Importation de matériaux de ,"","",""
1999,TAMAC ,RB/COT/12 B8606DU010312,construction - textiles - produits cosmétiques - produits alimentaires - représentation commerciale - ,COTONOU : Sodjèatinmè Est - ilot 143 -  Tél : 97989499,PM,AGBOTON Marie C D 
"","","",négoce international,"","",""
2000,TAMARINA MULTI SERVICES ,RB/COT/13 A18153 DU241013,SERVICE : Hôtellerie - restauration - achat et vente d'appareils électroniques - informatiques - électroménagers - matériaux de construction,COTONOU : Agontinkon - ilot 1270 - parcelle O - Tél : 95963562,PP,AHAMIDE César N 
2001,TANEKA BERI TRADING,RB/COT/13 A18276 DU201113,COMMERCE : Achat et vente de fournitures de bureau - librairie - papeterie- fournitures scolaires - matériels électroniques - électroménagers ,COTONOU : Cadjèhoun - ilot 757 - Tél : 97641349,PP,GOUNDI K
2002,TANMAWO ET FILS,RB/COT/13A17813 DU280813,COMMERCE : Achat et vente de matériels informatiques - bureautique - BTP - assainissement - entretien d'espaces verts et de bâtiments ,COTONOU : Sènadé 1 - ilot 360 - parcelle J - Tél : 97177511,PP,YESSOUFOU Mohamed S. né le 04/10/80 à cotonou
"","","",ACHAT ET VENTE DE MATERIAUX DE ,"","",""
"","","",CONSTRUCTION QUINCAILLERIE - PEINTURE ET ,"","",""
2003,TAO,RB/COT/13 A 16633,ARTICLES - REVENTE DE VOITURES - DEPOT ET ,QTIER: DONATEN - ILOT: 213 - ,PP,ASSANI TAOFIKI
"","","",VENTE DE PRODUITS SOBEBRA - COMMERCE ,TEL: 97 87 93 51,"",""
"","","",GENERAL ET DIVERSES PRESTATIONS,"","",""
"","","",COMMERCE : Importation de véhicules automobiles ,"","",165 / 177
2004,TAREK,RB/COT/13 B 10336DU260713,d'occasion - pneumatiques et pièces détachées - produits alimentaires - fournitures et consommables ,COTONOU : Bocossi - tokpa - ilot 198 - parcelle A - Tél : 96222225,PM,FADEL Mohamed
"","","",de bureau,"","",""
"","","",ACTIVITES COMPTABLES ET D'AUDIT - CONSEIL ,"","",""
2005,TARGETS CONSEIL,RB/COT/13 A 16720,FISCAL - EXPLOITATION FORESTIERE - COMMERCE GENERAL ET DIVERSES ,QTIER: MIFONGOU - ILOT: 371 - TEL: 97 33 08 51,PP,SAME GEORGES THIERNO
"","","",PRESTATIONS.,"","",""
"","","",RESTAURATION-ACHAT ET VENTE DE ,"","",""
2006,TATA ESTA,RB COT 13 A 17180,PRODUITS ALIMENTAIRES-BOULANGERIE-SERVICE TRAITEUR-DIVERSES PRESTATIONS ,QUARTIER ZOGBOHOUE ILOT 1990-G 071 BP 34 TEL 660126041,PP,""
"","","",DE SERVICES.,"","",""
"","","",L'IMPORTATION ET L'EXPORTATION DE ,"","",""
"","","",PRODUITS ALIMENTAIRES - INDUSTRIELS - ,"","",ZINSOU-BODE 
2007,TAVILLA,RB/COT/13 B 9724,TEXTILES - PRET- A-PORTER - PRODUITS COSMETIQUES - DE MATERIAUX DE ,QTIER: JAK FIFADJI - ILOT: 08 - TEL: 97 53 03 33,PM,THEOPHILIA NADIA BENJAMINE
"","","",CONSTRUCTION,"","",""
2008,TCHOGBE MASTA ,RB/COT/13A 18315DU031213,COMMERCE : Vente de groupes électrogènes - électricité - pièces de groupes - commerce général et divers ,COTONOU : Yèvédo - ilot 259 - parcelle F - Tél : 66766624,PP,TCHOGBE Maurice 
"","","",IMPORTATION DE VEHICULES D'OCCASION-,"","",""
"","","",PIECES DETACHEES ET ACCESSOIRES ,"","",""
2009,T-DEEN,RB COT 13 B 153,AUTOMOBILES-PNEUMATIQUES-PRODUITS ALIMENTAIRES-MATERIAUX DE CONSTRUCTION-,QUARTIER HOUINME CHATEAU ILOT 125 02 BP 1315 TEL ,PM,""
"","","",MATERIELS ET CONSOMMABLES ,96160971,"",""
"","","",INFORMATIQUES,"","",""
"",TECHNIQUES ,"",SERVICE : BTP - ASSAINISSEMENT - ,"","",""
2010,ORIENTEES VERS LE ,RB/COT/13A 18234 ,EXPLOITATION DE CARRIERES - SUIVI ET ,COTONOU : Sainte rita - ilot 1300-  ,"",""
"",BETON,DU131113,MONTAGE DE TOUS DOSSIERS EN BTP- LOCATION DES ENGINS LOURDS,Tél : 90931551,PP,TATA COFFI SEVERIN
2011,TECHNO PC,RB/COT/13A 17952DU200913,SERVICE : toutes activités liées à la vente et à la réparation des matériels informatiques et électroniques - bureautique et divers,COTONOU : Kpondéhou - ilot 422 - Tél : 94952095,PP,AHONGBONON Bruno
"","","",COMMERCE : Importation de bijoux fantaisies - ,"","",""
2012,TEKA,RB/COT/13B 10732 DU211113,commerce général - international - représentation commerciale - locations diverses - diverses ,COTONOU : Aidjèdo 2 - ilot 896 - parcelle E - Tél : 21320026,PM,DEEN epse MAMAH-DJIMA T
"","","",prestations de services - matériaux de construction ,"","",""
"","","",CONSEILS JURIDIQUES ET AUTRES - GESTION ,"","",""
2013,TELUS SERVICES ,RB/COT/13 A 16574,IMMOBILIERE - NEGOCE - COMMERCE GENERAL ,QTIER: ADOGLETA - ILOT: 607 - ,PP,BOCO ENAGNON 
"","","",ET DIVERSES PRESTATIONS DE SERVICES.,TEL: 97 87 33 31,"",GERARD BRICE
"","","",COMMERCE : Importation et vente de produtis ,"","",""
2014,TEMI TOKPE SHOP,RB/COT/13B10480DU060913,"cosmétiques et parfumerie - bonneterie - maroquinerie - produits manufacturés (savons, ",COTONOU : Zogbohouè - ilot 10 - parcelle A - Tél : 97642693,PM,GNAHO R. BONA
"","","","détergents, couche pour bébé","","",""
"","","","","","",166 / 177
2015,TEMIDIRE,RB/COT/13A17844DU020913,COMMERCE : Achat et vente de produits forestiers - articles de quincaillerie - vente de produits cosmétiques - parfumerie - effets vestimentaires ,COTONOU : Gbénonkpo - ilot 1500 - parcelle E - Tél : 97263789,PP,kassignon codjo john
"","","",ACHAT ET VENTE DE FOURNITURES DE ,"","",GNIDOKPONOU 
2016,TEMPERANCE,RB/COT/13 A 16776,BUREAU LIBRAIRIE ET PAPETERIE - BTP - ,QTIER: YENAWA - ILOT: 1878 - ,PP,APPOLINE LAURE 
"","","",COMMERCE GENERAL ET DIVERS.,TEL: 95 54 55 17,"",ADJOUA
"","","",ACHAT ET VENTE DE TEXTILES ET D'EFFETS ,"","",""
2017,TEMPO 1,RB COT 13 A 16842,VESTIMENTAIRES-PRET A PORTER -HABITS-,QUARTIER HAIE VIVE ILOT 630-A ,"",""
"","","",COMMERCE GENERAL ET DIVERS,01 BP 358 TEL 66888881,PP,""
"","","",ACHAT ET VENTE DE BOISSONS GAZEUSES ET ,"","",""
"","","",BOISSONS SUCREES-ACHAT ETVENTE DE ,"","",""
2018,TEMPS PRESENT,RB COT 13 A 17049,TEXTILES-PRESTATIONS DE SERVICES-,QUARTIER AYELAWADJE ILOT ,PP,""
