N°,N° RCCM,Dénomination,Activités,Adresses,Type
1,"RB/PN/13 A 321  DU02/05/13","""NORA"" FASHION","COMMERCE: ACHAT ET VENTE DE  CHAUSSURES - SACS - TEXTILES - MERCERIE -  BIJOUX - PRODUITS COSMETIQUES -  BUREAUTIQUE - QUINCAILLERIE - PIECES","Porto-Novo Dodji LOT/ 2180-f TEL/ 97 07  82 06",PP
2,"RB/PN/13 A 462  DU25/07/13",2AK ET FILS,"COMMERCE: BUREAUTIQUE - BTP -  QUINCAILLERIE - ENTRETIEN DES LOCAUX -  LOCATION DE BACHES - SONORISATION  DIVERS - TRAVAUX D'IMPRIMERIE - BAR-","Adjarra Malanhoui M/SON KAKAHOUN  TEL/ 97 37 49 40",PP
3,"RB/PN/13 A 685  DU04/12/13",2H ET FILS,"COMMERCE: ACHAT ET VENTE DE  FOURNITURES DE BUREAU - MATERIELS ET  EQUIPEMENTS DE TOUS GENRES -  CONSOMMABLES INFORMATIQUES -","Porto-Novo Djègan-Kpèvi ZIP/3-232-M  TEL/97 83 66 61",PP
4,"RB/PN/13 A 491  DU22/08/13",2H HODONOU ET FILS,"COMMERCE: DEPOT DE VENTE DE PRODUITS  SOBEBRA - DEPOT DE VENTE DE CIMENT -  QUINCAILLERIE GENERALE - COMMERCE  GNERAL ET DIVERS","Sèmè-Kpodji Ekpè1 M/SON SAGBOHAN  TEL/ 97 47 32 82",PP
5,"RB/PN/13 A 513  DU30/08/13",2KC ET FILS,"INDUSTRIE: BTP - PRODUITS TROPICAUX -  AGRICOLES - FORESTIERS - BUREAUTIQUE -  INFORMATIQUE - TOUTES PRESTATIONS DE  SERVICES - EVENEMENTIEL - COMMUNICATION","Porto-Novo Ouando ZIP/ 3-267-H TEL/ 97  84 59 31",PP
6,"RB/PN/13 A 323  DU02/05/13",5EME AVENUE,"COMMERCE: CAFETERIA - SERVICE TRAITEUR - MAROQUINERIE - BIJOUX - ARTICLES  VESTIMENTAIRES - BUREAUTIQUE - DIVERSES  PRESTATIONS - EXPLOITATION ET","Porto-Novo Djassin ZIP/ 1-102-AH 01 BP  1904 P/N TEL/ 96 91 98 01",PP
7,"RB/PN/13 A 315  DU25/04/13",A B C-DEGNON,"COMMERCE: ACHAT ET VENTE DE  FOURNITURES DE BUREAU - LIBRAIRIE -  PAPETERIE - RESTAURATION - SERVICE  TRAITEUR - PATISSERIE - BOULANGERIE -","Porto-Novo Lokossa LOT/ 1956-f TEL/ 97  09 84 36",PP
8,RB/PN/ 13 A 232,A S B,"TRANSIT - PRODUITS TROPICAUX -  FORESTIERS - AGRICOLES - BTP -  PRESTATIONS DE SERVICES - FOURNITURES  DE BUREAU ET SCOLAIRES - INFORMATIQUE -","Tokpota I P/N LOT/ 385-A TEL/ 95 28 02  08",PP
"",DU30/09/13,SEDOGANDJI ET FILS,AGRICULTURE - PISCICULTURE - VENTE DE PRODUITS HALIEUTIQUES - PRODUITS ,Porto-Novo Ouando LOT/908-e TEL/ 97 79 02 01,PP,BADOU Rémis Sèdogandji
608,"","",TROPICAUX - AGRICOLES ET FORESTIERS - ,"","",""
"","","",COMMERCE GENERAL ET DIVERS - VENTE ,"","",""
"",RB/ PN/ 13 A 269,SEKAN NOUDE,D'HUILE DE PALME ET DE NOIX DE PALME - ,Ouando P/N ZIP/ 4-945-W1 TEL/ 97 44 27 ,PP,ABODO Akognon 
"","","",ELEVAGE DE PORCS - PRODUITS AGRICOLES - ,80,"",Didier
609,"","",VIVRIERS - VENTE DE PNEUS ET PIECES ,"","",""
"","","",INDUSTRIE: IMPRIMERIE - CONCEPTION - ,"","",""
"",RB/PN/13 A 406 DU21/06/13,SEMAC-ENERGIE,REALISATION DES SYSTEMES ENERGETIQUES -AUDIT ENERGETIQUE - BTP - MAINTENANCE - ,Sèmè-Kpodji Djeffa-Glégbonou M/son AFFADONOUGBO TEL/ 97 48 14 15,PP,AFFADONOUGBO Richard Gbènagnon
610,"","",TRAVAUX D'INGENIERIE - TRANSFORMATION ,"","",""
"","","","Le commerce général, l'import-export, la vente de ","","",""
"",RB/PN/13 B 353,SENAME,"matériaux de construction, des produits ",Ayimlonfidé P/N LOT/ 1-254-A TEL/ 97 44 ,PM,KOUMAGNON 
"","","","agroalimentaires et tropicaux, de bois et produits ",50 79,"",Yédénou
611,"","","forestiers, la quincaillerie, la téléphonie mobile, les ","","",""
"","","",QUINCAILLERIE GENERALE - BUVETTE ET ,"","",""
"",RB/ PN/ 13 A 283,SENAMI CHRIST ROI ET FILS,AUBERGE - BTP - VENTE DE CIMENT - PRODUITS AGRICOLES ET VIVRIERS - HUILE ,DOWA P/N LOT/ 4-201-d TEL/ 97 89 09 19,PP,AWANVOEKE Hodonou Christophe
612,"","",ROUGE ET HUILE D'ARACHIDE - HUILE A ,"","",""
"","","",PRODUITS FORESTIERS - VIVRIERS - ,"","",""
"",RB/PN/ 13 A 231,SENAMI HORTENSIA,CEREALES - MATERIAUX DE CONSTRUCTION - ,Gbodjè P/N LOT/ 3-776-C TEL/ 90 04 86 ,PP,KOUGBLENOU 
"","","",QUINCAILLERIE - PRODUITS ALIMENTAIRES - ,45,"",Félicité H.
613,"","",BOISSONS - COSMETIQUES - PARFUMERIE - ,"","",""
"","","",CALLIGRAPHE DECORATEUR - REALISATION ,"","",""
"",RNB P/N-13-A-040,SERO ARTS,D'ENSEIGNE LUMINEUSE - PANNEAUX ,Djeffa S/KPODJI LOT/ 49-h' TEL/ 97 41 ,"",""
"","","",PUBLICITAIRES - IMPRESSION SUR TEE-SHIRTS ,76 82,PP,SENOU Finagnon
614,"","",- NUMERIQUES - CACHETS - GRAVAGE SUR ,"","",""
"","","",INDUSTRIE: MENUISERIE - EBENISTERIE - BTP - ,"","",""
"",RB/PN/13 A 490 ,SESSOU & FILS: LE GEANT ,GENIE CIVIL - FOURNITURES SCOLAIRES ET ,Dangbo Dogla M/SON SODJINOU TEL/ ,"",SESSOU Jonas Luc 
"",DU20/08/13,DES GEANTS,BUREAUTIQUE - INFORMATIQUE - PRODUITS ,97 26 55 48,PP,Ahouéti
615,"","",AGRO-INDUSTRIELS - AGRICOLES - ,"","",""
"","","",GENIE CIVIL - PRODUITS AGRICOLES - ,"","",""
"",RB/ PN/ 13 A 288,SETRAC-TP ,ENTRETIEN - QUINCAILLERIE - HOTELLERIE - ,Kpogon Akpro-Missérété C/SB TEL/ 97 68 ,"",CHOUKOU Sèdjro 
"","","",BTP - FOURNITURES DE BUREAU - COMMERCE ,86 58 05 BP 2199 Cot.,PP,Franck
616,"","",GENERAL ET DIVERS,"","",""
"",RB/PN/13 A 544 DU17/09/13,SEYIWA,COMMERCE: QUINCAILLERIE GENERALE - PLOMBERIE - VENTE DE PEINTURES - ,Porto-Novo Guévié-Djèganto LOT/57-S TEL/ 96 66 60 18,PP,KEKE Evènassé Prisca
617,"","",COMMERCE GENERAL ET DIVERS,"","",""
"","","",INSDUTRIE: BTP - BUREAUTIQUE - ,"","",""
"",RB/PN/13 A 590 DU08/10/13,SHADE,CONSOMMABLES ELECTRIQUES - PRESTATIONS DE SERVICES - ENTRETIEN ET ,Porto-Novo Houinmè Gbèdjromèdé M/SON ALODE TEL/ 97 99 53 44,PP,ALODE Abdel Wassi
618,"","",ASSAINISSEMENT - COMMERCE GENERAL ET ,"","",""
"",RB/PN/13 A 654 DU19/11/13,SHRI VIJAYA ET FILS,INDUSTRIE: BTP - BUREAUTIQUE - MENUISERIE - COMMERCE GENERAL ET DIVERS,Porto-Novo Dowa centre ZIP/4-125-L TEL/ 97 44 44 21 ,PP,YEHOUENOU Epse AFIOME Francisca
619,"","","","","",""
"","","",COMMERCE: PRODUITS AGRO-PASTORAUX ET ,"","",""
"",RB/PN/13 A 663 DU21/11/13,SIAL ET FILS,ARTISANAUX - PRODUITS AGRO-INDUSTRIELS - NTIC - BUREAUTIQUE - AGENCE DE TOURISME - ,Porto-Novo Koutongbé LOT/184 M/SON SEIDOU Rachidi TEL/ 95 85 51 16,PP,SEIDOU Ibourathou Alakè
620,"","",DIVERS,"","",""
"","","",COMMERCE: IMPORTATION ET EXPORATION ,"","",""
"",RB/PN/13 B 306 DU17/06/13,SIEAB-BENIN,DES APPAREILS DE BOULANGERIE - ACHAT ET VENTE DE FOURS - PETRINS - INSTALLATIONS ,Porto-Novo Ouando M/SON DJOUMONLA TEL/97095223,PM,DJOUMONLO Kokou Firmin Cosme
621,"","",DES MATERIELS DE BOULANGERIE - ,"","",""
"",RB/PN/13 A 561 DU27/09/1 ,SIGMA-ALPHA,INDUSTRIE: TOPOGRAPHIE - BTP - COMMERCE GENERAL ET DIVERS,Missérété Vakon-Gbo C/SB M/SON TOKIN TEL/96 10 10 26,PP,TOKIN Noukpo Aimé 
622,"","","","","",""
"","","",COMMERCE: FERME AGRO-PASTORALE - ,"","",""
"",RB/PN/13 A 586 ,"","","","",""
"",DU03/10/13,SILVA PRODUCTION,PRODUITS AGRO-ALIMENTAIRES - PRODUCTION DE VOLAILLES D'UN JOUR - ,Porto-Novo Sadognon Houssa LOT/139-g TEL/ 97 21 97 14,PP,da SILVA Léa Clémence
623,"","",MACHINES D'OCCASION  - MATERIELS ,"","",""
"","","",IMPORTATION DE VEHICULES AUTOMOBILES ,"","",""
"",RB/ PN/ 12 B 1053,SINGHOR & FRERES,D'OCCASIONS - PIECES DE RECHANGE ET ,ATTAKE2 P/N LOT/ 212 TEL/ 97956528,PM,LIGALI Issiak 
"","","",D'ACCESSOIRES AUTOMOBILES NEUFS ET ,"","",Adémola Arèmou
624,"","",D'OCCASION - PNEUMATIQUE - TRANSPORT - ,"","",""
"","","",IMPORTATION DE VEHICULES D'OCCASION - ,"","",""
"",RB P/N-12-B-967,SIVOD,DE MATERIAUX DE CONSTRUCTION - VENTES ,Djègan-Kpèvi P/N C/SB TEL/ 90 90 34 35,PM,ADEBO Farrid A. E.
"","","",DE PIECES DETACHEES DE VEHICULES ET DE ,"","",""
625,"","",MOTOS DE TOUS GENRES - DIVERS  ,"","",""
"","","",IMPORTATION ET VENTE DE VEHICULES ,"","",""
"",RB P/N-13-B-041,SMAP-BENIN,AUTOMOBILES NEUFS OU D'OCCASION - DE ,Agongo PK18 S/KPODJI C/SB TEL/ 66 83 ,PM,PEDRO Roger S.
"","","",DIVERSES MARCHANDISES NEUVES OU ,57 17,"",""
626,"","",D'OCCASION - ELEVAGE - TRANSPORT - ,"","",""
"","","",COMMERCE: PRODUITS AGRICOLES - ,"","",""
"",RB/PN/13 A 483 DU13/08/13,SODJINOU OKE AKODEGBE,FORESTIERS - TROPICAUX - SOBEBRA - BUREAUTIQUE - MERCERIE - DEPOT DE ,IFANGNI Kétoukpè M/SON SODJINOU TEL: 97 44 13 07,PP,SODJINOU Akodégbé Marcellin
627,"","",CIMENT - ALIMENTATION GENERALE - ,"","",""
"","","",COMMERCE: ACHAT - VENTE - L'IMPIORTATION ,"","",""
"",RB/PN/13 B 440 DU18/11/13,SOGAMAF,ET L'EXPORTATION DE VEHICULES AUTOMOBILES D'OCCASION ET NEUFS - ,Porto-Novo Kandévié Owodé M/SON BALOGOUN TEL/99 47 63 85,PM,ATCHADE Karimatou Adédoyin Abèbi
628,"","",PIECES DE RECHANGE ET D'ACCESSOIRES ,"","",""
"","","",COMMERCE: DEPOT SOBEBRA - VENTE DE ,"","",""
"",RB/PN/13 A 415 ,"",CIMENT - GRAVIER ET BOIS - HUILE DE PALME ,Akpro-Missérété Sogho LOT/237-O ,"",SOHOU Assogba 
"",DU27/06/13,SOHOU ET FILS,ET CEREALES - COMMERCE GENERAL ET ,TEL/97191375,PP,François
629,"","",DIVERS,"","",""
"","","",COMMERCE: RESTAURANTS - BUVETTE - BTP - ,"","",""
"",RB/PN/13 A 496 DU23/08/13,SOLEIL LEVANT,DIVERSES PRESTATIONS -  PRODUITS VIVRIERS ET AGRICOLES - COMMERCE ,Porto-Novo Gbodjè LOT/384-A TEL/ 97135315,PP,TOLOME Gustave
630,"","",GENERAL ET DIVERS,"","",""
"","","",BUREAUTIQUE - CONSOMMABLES ,"","",""
"",RB P/N-13-A-050,SOMODESTE,INFORMATIQUES - NTIC - ALIMENTATION ,Foun-Foun Gbègo P/N ZIP/ 1-233-F TEL/ ,PP,SAÏZONOU Oscar
"","","",GENERALE - BTP - PRODUITS FORESTIERS - ,64 66 67 88,"",""
631,"","",AGRICOLES - BOISSONS - RESTAURATION - ,"","",""
"","","",COMMERCE: PRODUITS AGRICOLES - VENTE ,"","",""
"",RB/PN/13 A 533 DU10/09/13,SOR ET FILS,DE RIZ - QUINCAILLERIE - MATERIAUX DE CONSTRUCTION - PRODUITS FORESTIERS - ,Dangbo Ahouamey M/SON SOSSOUKPOUI TEL/ 97 72 37 49,PP,SOSSOUKPOUI Robert
632,"","",PLOMBERIE - COMMERCE GENERAL ET DIVERS,"","",""
"","","","Le shipping et la collecte de fret, L'importation, ","","",""
"",13 B 447 DU 25/11/2013,STE OVERSEAS BENIN,"l'exportation, le transport, la manutention portuaire et ",Sèmè-Kpodji Ekpè C/SB Parc ,PM,EL DORR Hassan
"","","","aéroportuaire; le relevage, l'avitaillement, ","UNIVERSAL, TEL/ 97 06 66 66","",""
633,"","","l'embarquement de tous produits, denrées, ","","",""
"","","",SERVICE: TRAITEMENT DES PHOTOS ,"","",""
"",RB/PN/13 A 602 DU17/10/13,STUDIO MAGNIFIQUE,NUMERIQUES - VENTE DES ACCESSOIRES PHOTOGRAPHIQUES - CD - PRESTATIONS DE ,Porto-Novo Dowa LOT/6733-A M/SON HOUNKANRIN TEL/ 97 77 19 01,PP,HOUNKANRIN Gbénahou Célestin
634,"","",SERVICES - PRESSING - COMMERCE GENERAL ,"","",""
"","","",ACHAT ET VENTE DE VETEMENTS - PRET A ,"","",""
"",RB P/N-13-A-082,STYLE JOS,PORTER - EFFETS VESTIMENTAIRES - ,Ouando P/N LOT/ 389-A TEL/ 97 46 20 ,PP,TOVISSANOU Joseph
"","","",NINGERIE - CHAUSSURES - MEUBLES ET ,69,"",""
635,"","",OBJETS DE DECORATION - OUVRAGES EN ,"","",""
"","","",ELECTRICITE INDUSTRIELLE - ELECTRICITE ,"","",BOYA épse DOSSOU 
"",RB/ PN/ 13 A 272,SYTEE-BENIN,BATIMENT - VENTE ET INSTALLATION DE ,Podji-Agué Sèmè-Kpodji LOT/ 26-z TEL/ ,"",""
"","","",GROUPES ELECTROGENES - VIDEO ,97 34 42 34,PP,Gérardine Joëlle 
636,"","",SURVEILLANCE - MATERIELS INFORMATIQUES - ,"","",Juliette
"",RB P/N-13-A-112,T. P. B,BTP - TOUS TRAVAUX DE BATIMENT ET DE PEINTURE - DIVERS,Dowa P/N ZIP/ 4-810-ZB TEL/ 97 44 04 43,PP,SOGBA Adjimon
637,"","","","","",""
"","","",COMMERCE GENERAL ET DIVERS - ENTRETIEN ,"","",""
"",RB/ PN/ 13 A 302,T.A.B-SATISFACTION,DES LOCAUX ET ESPACES VERTS - ,PK10 Vivotin Sèmè-Kpodji LOT/ 70-T ,PP,ASSOGBA Ayodélé 
"","","",PRESTATIONS DE SERVICES - LOCATION DE ,TEL/ 96 39 68 60,"",Béranger
638,"","",VEHICULES - LAVAGE AUTO-MOTOS - ,"","",""
"","","",INDUSTRIE: GENIE-CIVIL - EQUIPEMENT - ,"","",""
"",RB/PN/13 A 537 DU10/09/13,T.S.V.U,ENTRETIEN - PRODUITS AGRICOLES - FORESTIERS - TROPICAUX ET ALIMENTAIRES - ,Akpro-Missérété Danto LOT/222-A TEL/ 96 22 76 12,PP,SEDODE Tonakpon Towanou Serge
639,"","",BTP - PRESTATION DE SERVICES - ,"","",""
"","","",COMMERCE: VENTE DE PALMISTES - ,"","",""
"",RB/PN/13 A 347 DU16/05/13,T.SOUROU ET FILS,EXPLOITATION D'UNE BUVETTE - BAR-RESTAURANT - HOTELLERIE - PRESTATIONS ,Ifangni Banigbé-gare C/SB TEL/ 97 77 66 54,PP,TANDJIEKPON Sourou
640,"","",DE SERVICES - COMMERCE GENERAL ET ,"","",""
"","","",CONSTRUCTION BATIMENTS - QUINCAILLERIE - ,"","",""
"",RB P/BN-13-M-137,T.T.B.A,PRODUITS FORESTIERS - AGRICOLES ET ,Djassin P/NOVO C/SB TEL/ 97 64 69 05,PP,GANDAHO Nicolas C.
641,"","",DIVERS ,"","",""
"","","",COMMERCE: IMPORTATION DE VEHICULES ,"","",""
"",RB/PN/ 12-B-1089,TABARAKALLAH,AUTOMOBILES D'OCCASION - PIECES DE ,"Porto-Novo, Agbokou 2 C/192 M/SON ",PM,AKANNI Wassi
"","","",RECHANGE D'ACCESSOIRES AUTOMOBILES ,AMOUSSA Tél/ 90 90 34 35 ,"",""
642,"","",NEUFS ET D'OCCASION - PNEUMATIQUE - ,"","",""
"","","",PRODUITS FORESTIERS - VIVRIERS ET ,"","",""
"",RB P/N-13-A-126,TAGNON ET FILS,TROPICAUX - ALIMENTATION GENERALE - ,Awanou Djrègbé S/PODJI LOT/ 23-C ,PP,AHOGNON T. 
"","","",BUREAUTIQUE - CONSOMMABLES ,TEL/ 94 33 30 15,"",Alphonse
643,"","",INFORMATIQUES - NTIC - QUINCAILLERIE - ,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE VEHICULES ,"","",""
"",RB/PN/13 A 598 DU16/10/13,TAO-BABS ET FILS,D'OCCASION ET AUTRES BIENS D'OCCASION - DE MOTOS - DE MACHINES A COUDRE - ,Sèmè-Kpodji Yagbé C/SB M/SON AKPOE TEL/ 64 19 99 09,PP,BABATOUNDE Taofic
644,"","",QUINCAILLERIE - PIECES DETACHEES - BTP - ,"","",""
"","","",COMMERCE: ALIMENTATION GENERALE  - ,"","",""
"",RB/PN/13 A 340 DU13/05/13,TEMI TOKPE,"PRODUITS FORESTIERS - BOULANGERIEC - FABRIQUE DE GLACE ET DE ""PURE WATER"" - ",Porto-Novo Ouando LOT/ 3-121-G TEL/ 97 82 09 06,PP,DOSSOUMOU AgnidéJean
645,"","",COMMERCE GENERAL ET DIVERS,"","",""
646,RB/ PN/ 13 A 279,TEMPLE DES DELICES,"HOTELLERIE - RESTAURATION - LOCATION DESUSTENSILES DE  CUISINE - SERVICE TRAITEUR COMMERCE GENERAL ET DIVERS","Ouenlinda II P/N LOT/ 86-b TEL/ 97 04 54 57",PP
647,"RB/PN/13 A 311 DU24/04/13",TETEDE ET FILS,"SERVICE: TRANSPORT -  ACHAT ET VENTE DE DIVERSES MARCHANDISES - QUINCAILLERIE GENERALE - PRODUITS ALIMENTAIRES - PIECES DETACHEES - PNEUMATIQUE ET","Sakété Ikossi M/son ALAKE TEL/ 96 44 00 08",PP
648,"RB/POB/13 A 022 DU 08/04/",TI OLOUWA NI ILE,"COMMERCE: POISSONNERIE - BUVETTE - BTP - QUINCAILLERIE GENERALE - VENTE DE CIMENT- PRODUITS FORESTIERS ET VIVRIERS - VENTE DE FOURNITURES DE BUREAU -",POBE OSSOMOU TEL/ 95 52 21 56,PP
649,"RB/PN/13 A 527 DU05/09/13",TIFAO,"COMMERCE: PRODUITS GSM - BUREAUTIQUE - ALIMENTATION GENERALE - PRODUITS COSMETIQUES - QUINCAILLERIE - MATERIELS ELECTRIQUES - TEXTILES - PRODUITS","Porto-Novo Kandévié-Owodé ZIP/1-182-E TEL/97880556",PP
650,"RB/PN/13 A 585 DU03/10/13",TITO-MAGBA,"COMMERCE: VENTE DE PRODUITS - INTRANTS ET EQUIPEMENTS AGRICOLES - FORESTIERS - AGRO-INDUSTRIELS -  D'ELEVAGE - CABINET D'ETUDE - BTP - BUREAUTIQUE - PRODUITS","Dangbo Vêvi C/SB M/SON AMOUSSOU TEL/97 96 41 90",PP
651,"RB/PN/13 A 375 DU04/06/13",TO YIN KO JESU TON-ME,"INDUSTRIE: BTP - PRODUITS SOBEBRA - FORESTIERS - AGRICOLES - CIMENT - POISSONNERIE - ELEVAGE - INFORMATIQUE - ALIMENTATION GENERALE - GESTION","Avrankou Hozin M/son LOKO TEL/ 96 56 87 44",PP
652,"RB/PN/13 A 352 DU21/05/13",TOB'S NEGOCE,"COMMERCE: MATERIELS ET MOBILIERS DE BUREAU - MATERIELS ET CONSOMMABLES INFORMATIQUES - PRESTATIONS DIVERSES - COMMERCE GENERAL ET DIVERS","Sèmè-Kpodji Ekpè1 LOT/ 299-F TEL/ 67 90 95 10",PP
653,RB POB-13-A-003,TODEDJI & FILS,"BTP - PRODUITS AGRICOLES - FORESTIERS - CONGELES - SOBEBRA -  MATERIAUX DE CONSTRUCTION - RESTAURATION ET HOTELLERIE - ENTREPRENARIAT","Ogoukpatè ADJA-OUERE C/SB TEL/ 97 09 38 64",PP
654,"RB/POB/13 A 040 DU01/07/",TOGNIBO ET FILS,"COMMERCE: QUINCAILLERIE - VENTE DE MATERIAUX DE PLOMBERIE ET D'ELECTRICITE -PRODUITS FORESTIERS - AGRICOLES ET VIVRIERS - BTP - FORAGE - BUREAUTIQUE -","Pobè Issalè-AffinII M/SON TOGNIBO TEL/98539162/97091460",PP
655,"RB/PN/13 B 376 DU09/09/13",TOHA ET FILS,"COMMERCE: COSMETIQUES - APPAREILS ELECTRO MENAGERS - IMPORTATION ET EXPORTATION DE VEHICULES AUTOMOBILES D'OCCASION - PIECES DE RECHANGES ET","Porto-Novo Houinmè-Gbèdjromèdé LOT/32 M/SON LANDOU TEL/ 95 32 64 51",PM
656,"RB/PN/13 A 482 DU13/08/13",TOHOUEGNON ET FILS,"INDUSTRIE: BTP - VENTE DE CIMENT - PRESTATIONS DE SERVICES - FOURNITURES DE BUREAU - COMMERCE GENERAL ET DIVERS","AVRANKOU Malé LOT: 1948-H TEL: 65 41 37 73",PP
"","","",COMMERCE: IMPORTATION ET LA VENTE EN ,"","",""
"",RB/PN/13 B 458 ,TOMJAI ENTERPRISE ,GROS - DEMI-GROS ET DETAIL DE TOUS ,Sèmè-Kpodji Kraké-Glogbo M/son ,"",""
"",DU11/12/13,CORPORATION,PRODUITS CONGELES - VENTE DE TOUS ,HAGBE Félix TEL/66 76 20 06,PM,IMANA Aimalohi Liliet
658,"","",PRODUITS DE PECHE - ALIMENTAIRES - ,"","",""
"","","",COMMERCE: IMPORTATION DE VEHICULES ,"","",""
"",RB/PN/13 B 286 DU04/06/13,TONDA,AUTOMOBILES D'OCCASION - PIECES DE RECHANGE - PNEUMATIQUE - QUINCAILLERIE - ,Porto-Novo Hinkoudé C/SB TEL/ 96283795,PM,ZOFFOUN Dotou Léon
659,"","",BUREAUTIQUE - MATERIELS ELECTRONIQUES - ,"","",""
"","","",GENIE-CIVIL - QUINCAILLERIE - ,"","",""
"",RB P/N-13-A-026,TONI ET FILS,REPRESENTATION COMMERCIALE - NTIC - ,Tokpota P/N LOT/ 764-M TEL/ 97 98 22 ,PP,TONI Charles
660,"","",BUREAUTIQUE - DIVERS,67,"",""
"","","",CABINET D'ETUDE DE FORMATION ET DE ,"","",""
"",RB/PN/ 13 A 236,TOP-QUALITE,RECRUTEMENT - BUREAUTIQUE - MATERIELS  ,PODJI-DAHO S/PODJI C/SB TEL/ 95 56 ,PP,AKPLOGAN K. 
"","","",ET CONSOMMABLES INFORMATIQUES - BTP - ,30 05,"",Germaine
661,"","",GENIE CIVIL - TIC - IMPRIMERIE - TELECENTRE - ,"","",""
"","","",IMPRESSION NUMERIQUE - VENTE DE ,"","",""
"",RB P/N-13-A-204,TOPCOLOR,CONSOMMABLE POUR IMPRESSION ,Sèkandji S/PODJI LOT/ 446-a' TEL/ ,PP,HOUETO Antoine
"","","",NUMERIQUE - SERIGRAPHIE ET DESSIN - ,97170168,"",""
662,"","",DIVERS,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE BIJOUX - ,"","",""
"",RB/PN/13 A 400 DU19/06/13,TORINE-HOUSS ET FILS,INFORMATIQUE - BUREAUTIQUE - QUINCAILLERIE - VENTE DE CIMENT - ,Sèmè-Kpodji Djeffa-Houédomè M/SON HOUSSOU TEL/ 96226651,PP,HOUSSOU Tété Victorine
663,"","",PRODUITS SOBEBRA - BTP - COMMERCE ,"","",""
"","","",INDUSTRIE: IMPRIMERIE - INFORMATIQUE - ,"","",""
"",RB/PN/13 A 615 DU24/10/13,TOUT BEAU DON,AGRICULTURE - BUREAUTIQUE - PRODUITS FORESTIERS - FORMATION EN NTIC - ELEVAGE ,Porto-Novo Guévié-Sabako LOT/971-h TEL/ 97 16 56 86,PP,OTEGBEYE Adéyèmi Jacques
664,"","",- COMMERCE GENERAL ET DIVERS,"","",""
"","","",MATERIAUX DE CONSTRUCTION - LOCATION ,"","",""
"",RB P/N-13-A-034,TOUT BONHEUR,DES BACHES ET CHAISES - CASSE AUTO - ,Djeffa S/PODJI LOT/ 254 TEL/ 97 11 86 ,PP,AVOCEFOHOUN S. 
665,"","",VENTE DE FERRAILLAGES - DIVERS,29,"",Samuel
"","","",INDUSTRIE: BTP - BOULANGERIE - PRODUITS ,"","",""
"",RB/PN/13 A 355 DU22/05/13,TOUT EST GRACE-B,FORESTIERS - VENTE DE CIMENTS - PRODUITS SOBEBRA - VEHICULES D'OCCASION - PIECES ,Porto-Novo Tokpota1 ZIP/ 9-220-D TEL/ 97 48 73 26,PP,BANKOLE Dossi Alexandrine Georgine
666,"","",DE RECHANGE ET ACCESSOIRES ,"","",""
"","","",BTP - ASSAINISSEMENT - BUREAUTIQUES - ,"","",""
"",RB POB-12-A-0039,TOUT POUR TOUS,QUINCAILLERIE - PRODUITS FORESTIERS - ,Illoussa-Oaaomou POBE C/SB TEL/ 97 09 99 28 ,PP,EGBELEYE Médard
667,"","",DIVERS,"","",""
"","","",PRESTATIONS DE SERVICES - PATISSERIE - ,"","",""
"",RB P/N-123-M-025,TOUT POUR VOUS,TEXTILES - VENTE DE GAZ - PRODUITS ,Houinmè-Gbèdjromèdé P/N ZIP/ 3-236-G ,PP,HOUNKPATIN 
668,"","",COSMETIQUES - DIVERS,TEL/ 97 98 31 03,"",Antoinette
"","","",COMMERCE: ACHAT ET VENTE DE PRODUITS ,"","",""
"",RB/PN/13 A 577 DU01/10/13,TOVI ET FILS,FORESTIERS - AGRICOLES - ALIMENTAIRES - AGROPASTORAUX - TRANSPORT - ,Akpro-Missérété Danto LOT/312-B TEL/97 26 52 60,PP,TOVIAZON Hounsinou Clément
669,"","",POISSONNERIE - QUINCAILLERIE - BTP - VENTE ,"","",""
"","","",COMMERCE: PRESSING ET BUREAUTIQUES - ,"","",""
"",RB/PN/13 A 550 DU18/09/13,TOYEME-SOUROU,MATERIAUX DE CONSTRUCTION - ALIMENTAIRE GENERALE - CONSOMMABLES ,Sèmè-Kpodji Agblangandan LOT/ 210-G 01 BP 3370 Cot. TEL: 97 98 83 59,PP,ADJASSA Oussou Toyèmè Vincent
670,"","",INFORMAIQUES - COMMERCE GENERAL ET ,"","",""
"","","",COMMERCE: ACHAT ET VENTE DE VETEMENTS ,"","",LAWANI Epse 
"",RB/PN/13 A 396 DU18/06/13,TOYIN SERVICES,- PRET-A-PORTER - TEXTILES - BIJOUX - ALIMENATATION GENERALE - SOBEBRA - ,Porto-Novo Ahouantinkomey LOT/21-A TEL/ 97 27 21 44,PP,MATHYS Choukouratoulaye 
671,"","",BOISSONS IMPORTEES - QUINCAILLERIE - ,"","",Mondukpè
"","","",IMPORTATION DE VEHICULES D'OCCASION - ,"","",""
"",RB/ PN/ 13 B 242,TRANS-AJOKES,PNEUMATIQUE - PRODUITS ALIMENTAIRES - ,Kpakpakanmè Sèmè-kpodji LOT/ 88-N ,PM,KPADJOUDA Sourou 
"","","",TEXTILES - CORPS GRAS - PIECES DE ,TEL/ 93 84 00 83,"",Joël Corentin
672,"","",RECHANGES - PRODUITS TROPICAUX ET ,"","",""
"","","",EXPLOITATION FORESTIERE - ,"","",""
